name,rating,genre,year,score,director,writer,star,budget,gross,runtime
In Country,R,Drama,1989,5.9,Norman Jewison,Bobbie Ann Mason,Emily Lloyd,18000000,3531971,120
Winter People,PG-13,Drama,1989,6.2,Ted Kotcheff,John Ehle,Kurt Russell,,2023282,110
"Enemies, A Love Story",R,Comedy,1989,6.6,Paul Mazursky,Isaac Bashevis Singer,Ron Silver,9500000,7754571,119
American Ninja 3: Blood Hunt,R,Action,1989,3.6,Cedric Sundstrom,Avi Kleinberger,David Bradley,,902152,89
Physical Evidence,R,Crime,1989,5.1,Michael Crichton,Steve Ransohoff,Burt Reynolds,17000000,3560932,99
Worth Winning,PG-13,Comedy,1989,5.8,Will Mackenzie,Dan Lewandowski,Mark Harmon,,3690328,103
Edge of Sanity,R,Horror,1989,5.2,Gérard Kikoïne,J.P. Félix,Anthony Perkins,,,85
Brenda Starr,PG,Adventure,1989,4.8,Robert Ellis Miller,Noreen Stone,Brooke Shields,16000000,67878,93
How I Got Into College,PG-13,Comedy,1989,5.8,Savage Steve Holland,Terrel Seltzer,Anthony Edwards,10000000,1642239,86
Mortal Passions,R,Crime,1989,4.5,Andrew Lane,Alan Moskowitz,Zach Galligan,,,92
Old Gringo,R,Adventure,1989,5.8,Luis Puenzo,Carlos Fuentes,Jane Fonda,34000000,3574256,119
Relentless,R,Crime,1989,5.9,William Lustig,Phil Alden Robinson,Judd Nelson,4000000,6985999,92
Cheetah,G,Adventure,1989,6,Jeff Blyth,Alan Caillou,Keith Coogan,5000000,8153677,83
Monsieur Hire,PG-13,Crime,1989,7.6,Patrice Leconte,Georges Simenon,Michel Blanc,,1417030,81
Prancer,G,Drama,1989,6.4,John D. Hancock,Greg Taylor,Sam Elliott,,18587135,103
Too Beautiful for You,R,Comedy,1989,6.8,Bertrand Blier,Bertrand Blier,Gérard Depardieu,,1776440,91
Getting It Right,R,Comedy,1989,6.4,Randal Kleiser,Elizabeth Jane Howard,Jesse Birdsall,,960385,102
Rude Awakening,R,Comedy,1989,4.8,David Greenwalt,Neil Levy,Cheech Marin,10000000,3169719,100
Cookie,R,Comedy,1989,5.4,Susan Seidelman,Nora Ephron,Peter Falk,,1869417,94
Bloodhounds of Broadway,PG,Comedy,1989,5.5,Howard Brookner,Howard Brookner,Josef Sommer,4000000,43671,93
The Toxic Avenger Part III: The Last Temptation of Toxie,R,Action,1989,4.4,Michael Herz,Lloyd Kaufman,Ron Fazio,,363561,102
River of Death,R,Action,1989,4.3,Steve Carver,Alistair MacLean,Michael Dudikoff,,,107
Staying Together,R,Comedy,1989,6.2,Lee Grant,Monte Merrick,Sean Astin,,4348025,91
Fast Food,PG-13,Comedy,1989,4.5,Michael A. Simpson,Scott B. Sowers,Clark Brandon,,,92
Martians Go Home,PG-13,Comedy,1989,3.1,David Odell,Fredric Brown,Randy Quaid,,129778,89
Night Game,R,Crime,1989,4.9,Peter Masterson,Spencer Eastman,Roy Scheider,,337812,95
Romero,PG-13,Biography,1989,7.2,John Duigan,John Sacret Young,Raul Julia,,1316495,102
84C MoPic,R,Drama,1989,6.9,Patrick Sheane Duncan,Patrick Sheane Duncan,Jonathan Emerson,,,95
Rosalie Goes Shopping,PG,Comedy,1989,5.8,Percy Adlon,Christopher Doherty,Marianne Sägebrecht,,574080,94
True Love,R,Comedy,1989,6,Nancy Savoca,Nancy Savoca,Annabella Sciorra,,1354268,104
Second Sight,PG,Comedy,1989,4.4,Joel Zwick,Tom Schulman,John Larroquette,,5368865,83
A Chorus of Disapproval,PG,Comedy,1989,5.6,Michael Winner,Alan Ayckbourn,Jeremy Irons,,216373,92
The Lemon Sisters,PG-13,Comedy,1989,5,Joyce Chopra,Jeremy Pikser,Diane Keaton,9000000,3473905,93
Breaking In,R,Adventure,1989,6.1,Bill Forsyth,John Sayles,Burt Reynolds,6000000,1877618,94
Crack House,R,Action,1989,5.5,Michael Fischa,Blake Schaffer,Jim Brown,,862551,90
Goodfellas,R,Biography,1990,8.7,Martin Scorsese,Nicholas Pileggi,Robert De Niro,25000000,46963277,146
The Godfather: Part III,R,Crime,1990,7.6,Francis Ford Coppola,Mario Puzo,Al Pacino,54000000,136861392,162
Total Recall,R,Action,1990,7.5,Paul Verhoeven,Philip K. Dick,Arnold Schwarzenegger,65000000,261317921,113
Pretty Woman,R,Comedy,1990,7,Garry Marshall,J.F. Lawton,Richard Gere,14000000,463406268,119
Home Alone,PG,Comedy,1990,7.6,Chris Columbus,John Hughes,Macaulay Culkin,18000000,476684675,103
Ghost,PG-13,Drama,1990,7.1,Jerry Zucker,Bruce Joel Rubin,Patrick Swayze,22000000,505703557,127
Dances with Wolves,PG-13,Adventure,1990,8,Kevin Costner,Michael Blake,Kevin Costner,22000000,424208848,181
Tremors,PG-13,Comedy,1990,7.1,Ron Underwood,S.S. Wilson,Kevin Bacon,11000000,16667084,96
Die Hard 2,R,Action,1990,7.1,Renny Harlin,Steven E. de Souza,Bruce Willis,70000000,240031274,124
Misery,R,Drama,1990,7.8,Rob Reiner,Stephen King,James Caan,20000000,61276872,107
Kindergarten Cop,PG-13,Action,1990,6.2,Ivan Reitman,Murray Salem,Arnold Schwarzenegger,15000000,201957688,111
The Bonfire of the Vanities,R,Comedy,1990,5.6,Brian De Palma,Michael Cristofer,Tom Hanks,47000000,15691192,125
Teenage Mutant Ninja Turtles,PG,Action,1990,6.8,Steve Barron,Kevin Eastman,Judith Hoag,13500000,201965915,93
Edward Scissorhands,PG-13,Drama,1990,7.9,Tim Burton,Tim Burton,Johnny Depp,20000000,86024005,105
The Hunt for Red October,PG,Action,1990,7.6,John McTiernan,Tom Clancy,Sean Connery,30000000,200512643,135
Dick Tracy,PG,Action,1990,6.1,Warren Beatty,Chester Gould,Warren Beatty,47000000,162738726,105
Awakenings,PG-13,Biography,1990,7.8,Penny Marshall,Oliver Sacks,Robert De Niro,31000000,52096475,121
The Handmaid's Tale,R,Drama,1990,6,Volker Schlöndorff,Margaret Atwood,Natasha Richardson,,4960385,108
Wild at Heart,R,Comedy,1990,7.2,David Lynch,Barry Gifford,Nicolas Cage,9500000,14561425,125
Predator 2,R,Action,1990,6.3,Stephen Hopkins,Jim Thomas,Danny Glover,35000000,57120318,108
RoboCop 2,R,Action,1990,5.8,Irvin Kershner,Edward Neumeier,Peter Weller,25000000,45681173,117
The Witches,PG,Adventure,1990,6.9,Nicolas Roeg,Roald Dahl,Anjelica Huston,,10360553,91
Jacob's Ladder,R,Drama,1990,7.5,Adrian Lyne,Bruce Joel Rubin,Tim Robbins,25000000,26118851,113
Back to the Future Part III,PG,Adventure,1990,7.4,Robert Zemeckis,Robert Zemeckis,Michael J. Fox,40000000,245077583,118
Darkman,R,Action,1990,6.4,Sam Raimi,Sam Raimi,Liam Neeson,14000000,48878502,96
The Hot Spot,R,Crime,1990,6.4,Dennis Hopper,Charles Williams,Don Johnson,13000000,1293976,130
Cry-Baby,PG-13,Comedy,1990,6.5,John Waters,John Waters,Johnny Depp,11000000,8266343,85
Presumed Innocent,R,Mystery,1990,6.9,Alan J. Pakula,Scott Turow,Harrison Ford,22000000,221303188,127
Arachnophobia,PG-13,Comedy,1990,6.4,Frank Marshall,Don Jakoby,Jeff Daniels,22000000,53208180,109
Days of Thunder,PG-13,Action,1990,6.1,Tony Scott,Robert Towne,Tom Cruise,60000000,157920733,107
King of New York,R,Crime,1990,7,Abel Ferrara,Nicholas St. John,Christopher Walken,5300000,2554476,103
Gremlins 2: The New Batch,PG-13,Comedy,1990,6.4,Joe Dante,Chris Columbus,Zach Galligan,50000000,41482207,106
Rocky V,PG-13,Drama,1990,5.3,John G. Avildsen,Sylvester Stallone,Sylvester Stallone,42000000,119946358,104
Young Guns II,PG-13,Action,1990,6.5,Geoff Murphy,John Fusco,Emilio Estevez,20000000,44143410,104
Miller's Crossing,R,Crime,1990,7.7,Joel Coen,Joel Coen,Gabriel Byrne,14000000,5080409,115
Revenge,R,Action,1990,6.2,Tony Scott,Jim Harrison,Kevin Costner,22000000,15645616,124
Lord of the Flies,R,Adventure,1990,6.4,Harry Hook,William Golding,Balthazar Getty,,13985225,90
Nikita,R,Action,1990,7.3,Luc Besson,Luc Besson,Anne Parillaud,,5017971,117
Mermaids,PG-13,Comedy,1990,6.7,Richard Benjamin,Patty Dann,Cher,20000000,35419397,110
Child's Play 2,R,Horror,1990,5.9,John Lafia,Don Mancini,Alex Vincent,13000000,35763605,84
Joe Versus the Volcano,PG,Comedy,1990,5.8,John Patrick Shanley,John Patrick Shanley,Tom Hanks,25000000,39404261,102
Slacker,R,Comedy,1990,7.1,Richard Linklater,Richard Linklater,Richard Linklater,23000,1228108,97
Flatliners,R,Drama,1990,6.6,Joel Schumacher,Peter Filardi,Kiefer Sutherland,26000000,61489265,115
Days of Being Wild,Not Rated,Crime,1990,7.5,Kar-Wai Wong,Jeffrey Lau,Leslie Cheung,,3106052,94
The Exorcist III,R,Drama,1990,6.4,William Peter Blatty,William Peter Blatty,George C. Scott,,39024251,110
Quigley Down Under,PG-13,Action,1990,6.9,Simon Wincer,John Hill,Tom Selleck,20000000,21413105,119
Nightbreed,R,Action,1990,6.5,Clive Barker,Clive Barker,Craig Sheffer,11000000,8862354,102
The Two Jakes,R,Crime,1990,6.2,Jack Nicholson,Robert Towne,Jack Nicholson,19000000,10005969,137
Lionheart,R,Action,1990,6.2,Sheldon Lettich,Stefani Warren,Jean-Claude Van Damme,6000000,24271196,108
Internal Affairs,R,Crime,1990,6.5,Mike Figgis,Henry Bean,Richard Gere,15000000,27734391,115
Three Men and a Little Lady,PG,Comedy,1990,5.5,Emile Ardolino,Coline Serreau,Tom Selleck,,71609321,104
Problem Child,PG,Comedy,1990,5.4,Dennis Dugan,Scott Alexander,Michael Oliver,10000000,72270891,81
The Grifters,R,Crime,1990,6.9,Stephen Frears,Jim Thompson,Anjelica Huston,,13446769,110
My Blue Heaven,PG-13,Comedy,1990,6.3,Herbert Ross,Nora Ephron,Steve Martin,,23591472,97
The Rescuers Down Under,G,Animation,1990,6.9,Hendel Butoy,Jim Cox,Bob Newhart,30000000,27931461,77
House Party,R,Comedy,1990,6.5,Reginald Hudlin,Reginald Hudlin,Christopher Reid,2500000,26385627,100
Another 48 Hrs.,R,Action,1990,5.9,Walter Hill,John Fasano,Eddie Murphy,38000000,153518974,93
Night of the Living Dead,R,Horror,1990,6.9,Tom Savini,John A. Russo,Tony Todd,4200000,5835247,92
Pacific Heights,R,Thriller,1990,6.4,John Schlesinger,Daniel Pyne,Melanie Griffith,18000000,44926706,102
Postcards from the Edge,R,Comedy,1990,6.7,Mike Nichols,Carrie Fisher,Meryl Streep,22000000,39071603,101
Henry & June,NC-17,Biography,1990,6.3,Philip Kaufman,Anaïs Nin,Fred Ward,,23472449,136
Hard to Kill,R,Action,1990,5.8,Bruce Malmuth,Steven McKay,Steven Seagal,10000000,47410827,96
Pump Up the Volume,R,Comedy,1990,7.2,Allan Moyle,Allan Moyle,Christian Slater,,11541758,102
Hamlet,PG,Drama,1990,6.7,Franco Zeffirelli,William Shakespeare,Mel Gibson,,20710451,135
The NeverEnding Story II: The Next Chapter,PG,Adventure,1990,5.2,George Miller,Karin Howard,Jonathan Brandis,36000000,17373527,89
Men at Work,PG-13,Action,1990,6,Emilio Estevez,Emilio Estevez,Charlie Sheen,,16247964,98
Leatherface: Texas Chainsaw Massacre III,R,Horror,1990,5.1,Jeff Burr,Kim Henkel,Kate Hodge,2000000,5765562,85
Reversal of Fortune,R,Biography,1990,7.2,Barbet Schroeder,Alan Dershowitz,Jeremy Irons,,15445131,111
Frankenhooker,R,Comedy,1990,6.2,Frank Henenlotter,Robert Martin,James Lorinz,2500000,205068,85
State of Grace,R,Action,1990,7.2,Phil Joanou,Dennis McIntyre,Sean Penn,18000000,1911542,134
Bird on a Wire,PG-13,Action,1990,6,John Badham,Louis Venosta,Mel Gibson,20000000,138697012,110
Memphis Belle,PG-13,Action,1990,6.9,Michael Caton-Jones,Monte Merrick,Matthew Modine,23000000,27441977,107
The Adventures of Ford Fairlane,R,Action,1990,6.4,Renny Harlin,Daniel Waters,Andrew Dice Clay,20000000,21413502,104
Marked for Death,R,Action,1990,6,Dwight H. Little,Michael Grais,Steven Seagal,12000000,57968936,93
Slumber Party Massacre III,R,Comedy,1990,4.6,Sally Mattison,Catherine Cyran,Keely Christian,350000,1242995,87
Dreams,PG,Drama,1990,7.8,Akira Kurosawa,Akira Kurosawa,Akira Terao,12000000,2970161,119
Air America,R,Action,1990,5.8,Roger Spottiswoode,Christopher Robbins,Mel Gibson,35000000,33461269,113
I Love You to Death,R,Comedy,1990,6.4,Lawrence Kasdan,John Kostmayer,Kevin Kline,,16186793,97
Class of 1999,R,Action,1990,5.9,Mark L. Lester,Mark L. Lester,Bradley Gregg,5200000,2459895,99
Death Warrant,R,Action,1990,5.7,Deran Sarafian,David S. Goyer,Jean-Claude Van Damme,4000000,16853487,89
White Palace,R,Drama,1990,6.5,Luis Mandoki,Glenn Savan,Susan Sarandon,,17487531,103
Close-Up,Not Rated,Biography,1990,8.3,Abbas Kiarostami,Abbas Kiarostami,Hossain Sabzian,,,98
Quick Change,R,Comedy,1990,6.8,Howard Franklin,Jay Cronley,Bill Murray,15000000,15260154,89
Hardware,R,Sci-Fi,1990,6,Richard Stanley,Steve MacManus,Dylan McDermott,1500000,5728953,94
Mr. Destiny,PG-13,Comedy,1990,6.4,James Orr,James Orr,Jim Belushi,20000000,15379253,110
The Freshman,PG,Comedy,1990,6.5,Andrew Bergman,Andrew Bergman,Marlon Brando,12000000,21460601,102
Blue Steel,R,Action,1990,5.7,Kathryn Bigelow,Kathryn Bigelow,Jamie Lee Curtis,,8217997,102
The Krays,R,Biography,1990,6.6,Peter Medak,Philip Ridley,Gary Kemp,,2060847,115
Navy Seals,R,Action,1990,5.6,Lewis Teague,Chuck Pfarrer,Charlie Sheen,20000000,25069101,113
Graveyard Shift,R,Horror,1990,4.9,Ralph S. Singleton,Stephen King,David Andrews,10500000,11582891,89
The Sheltering Sky,R,Adventure,1990,6.8,Bernardo Bertolucci,Paul Bowles,Debra Winger,25000000,2075084,138
Dark Angel,R,Action,1990,6.1,Craig R. Baxley,Jonathan Tydor,Dolph Lundgren,7000000,4348368,91
The Comfort of Strangers,R,Drama,1990,6.3,Paul Schrader,Ian McEwan,Christopher Walken,,1244381,107
Mo' Better Blues,R,Drama,1990,6.6,Spike Lee,Spike Lee,Denzel Washington,10000000,16153593,130
"Welcome Home, Roxy Carmichael",PG-13,Comedy,1990,5.9,Jim Abrahams,Karen Leigh Hopkins,Winona Ryder,,3989297,95
Bad Influence,R,Drama,1990,6.3,Curtis Hanson,David Koepp,Rob Lowe,7000000,12626043,99
Look Who's Talking Too,PG-13,Comedy,1990,4.7,Amy Heckerling,Amy Heckerling,John Travolta,,47789074,81
Rosencrantz & Guildenstern Are Dead,PG,Comedy,1990,7.4,Tom Stoppard,Tom Stoppard,Gary Oldman,,739104,117
Tales from the Darkside: The Movie,R,Comedy,1990,6.3,John Harrison,Michael McDowell,Debbie Harry,3500000,16324573,93
The Rookie,R,Action,1990,5.9,Clint Eastwood,Boaz Yakin,Clint Eastwood,10000000,21633874,120
Green Card,PG-13,Comedy,1990,6.2,Peter Weir,Peter Weir,Gérard Depardieu,12500000,29888235,107
Metropolitan,PG-13,Comedy,1990,7.4,Whit Stillman,Whit Stillman,Carolyn Farina,230000,2960492,98
Europa Europa,R,Drama,1990,7.6,Agnieszka Holland,Agnieszka Holland,Solomon Perel,,5575738,112
Cyrano de Bergerac,PG,Comedy,1990,7.5,Jean-Paul Rappeneau,Edmond Rostand,Gérard Depardieu,,5822041,137
Almost an Angel,PG,Comedy,1990,5.6,John Cornell,Paul Hogan,Paul Hogan,25000000,6939946,95
Everybody Wins,R,Drama,1990,5.1,Karel Reisz,Arthur Miller,Debra Winger,19000000,1372350,97
Truly Madly Deeply,PG,Comedy,1990,7.2,Anthony Minghella,Anthony Minghella,Juliet Stevenson,,1554742,106
Havana,R,Drama,1990,6.1,Sydney Pollack,Judith Rascoe,Robert Redford,40000000,9645440,144
DuckTales the Movie: Treasure of the Lost Lamp,G,Animation,1990,6.9,Bob Hathcock,Alan Burnett,Alan Young,,18115724,74
The Russia House,R,Drama,1990,6.1,Fred Schepisi,John le Carré,Sean Connery,21800000,22997992,123
Life Is Sweet,R,Comedy,1990,7.5,Mike Leigh,Mike Leigh,Alison Steadman,,1516414,103
Jetsons: The Movie,G,Animation,1990,5.6,Joseph Barbera,Dennis Marks,George O'Hanlon,,20305841,82
White Hunter Black Heart,PG,Adventure,1990,6.6,Clint Eastwood,Peter Viertel,Clint Eastwood,24000000,2319124,112
Avalon,PG,Drama,1990,7.2,Barry Levinson,Barry Levinson,Aidan Quinn,20000000,15779578,128
Narrow Margin,R,Action,1990,6.6,Peter Hyams,Peter Hyams,Gene Hackman,,10873237,97
Cadillac Man,R,Comedy,1990,5.7,Roger Donaldson,Ken Friedman,Robin Williams,,27627310,97
Taking Care of Business,R,Comedy,1990,6.5,Arthur Hiller,Jill Mazursky,Jim Belushi,,20005435,108
Texasville,R,Drama,1990,6,Peter Bogdanovich,Larry McMurtry,Jeff Bridges,,2268181,123
The Guardian,R,Drama,1990,5.4,William Friedkin,Dan Greenburg,Jenny Seagrove,,17037887,92
Repossessed,PG-13,Comedy,1990,4.8,Bob Logan,Bob Logan,Leslie Nielsen,,1382462,80
Fire Birds,PG-13,Action,1990,4.8,David Green,Step Tyner,Nicolas Cage,22000000,14760451,85
Miami Blues,R,Comedy,1990,6.4,George Armitage,Charles Willeford,Fred Ward,,9888167,97
The Field,PG-13,Drama,1990,7.4,Jim Sheridan,Jim Sheridan,Richard Harris,,1494399,107
"After Dark, My Sweet",R,Crime,1990,6.6,James Foley,Jim Thompson,Jason Patric,,2678414,114
Alice,PG-13,Comedy,1990,6.6,Woody Allen,Woody Allen,Mia Farrow,12000000,7331647,106
Side Out,PG-13,Comedy,1990,5.5,Peter Israelson,David Thoreau,C. Thomas Howell,6000000,,100
The First Power,R,Crime,1990,5.7,Robert Resnikoff,Robert Resnikoff,Lou Diamond Phillips,10000000,22424195,98
Delta Force 2: the Colombian Connection,R,Action,1990,4.9,Aaron Norris,James Bruner,Chuck Norris,,6698361,111
Desperate Hours,R,Action,1990,5.4,Michael Cimino,Joseph Hayes,Mickey Rourke,18000000,2742912,105
Ju Dou,PG-13,Drama,1990,7.7,Yimou Zhang,Heng Liu,Gong Li,,1986433,95
Cadence,PG-13,Drama,1990,6.5,Martin Sheen,Dennis Shryack,Charlie Sheen,4000000,2070871,97
Brain Dead,R,Horror,1990,6,Adam Simon,Charles Beaumont,Bill Pullman,2000000,1627955,85
The Hairdresser's Husband,R,Comedy,1990,7.3,Patrice Leconte,Claude Klotz,Jean Rochefort,,1217084,82
Ernest Goes to Jail,PG,Comedy,1990,5.4,John R. Cherry III,Charlie Cohen,Jim Varney,9000000,25029569,81
Madhouse,PG-13,Comedy,1990,5.5,Tom Ropelewski,Tom Ropelewski,Richard Alexander,,,90
A Cry in the Wild,PG,Action,1990,5.6,Mark Griffiths,Gary Paulsen,Jared Rushton,,1494969,82
The Long Walk Home,PG,Drama,1990,7.3,Richard Pearce,John Cork,Sissy Spacek,,4873620,97
Mountains of the Moon,R,Adventure,1990,7.2,Bob Rafelson,William Harrison,Patrick Bergin,19000000,4011793,136
Two Evil Eyes,R,Horror,1990,6.1,Dario Argento,Edgar Allan Poe,Adrienne Barbeau,9000000,349618,120
Mr. & Mrs. Bridge,PG-13,Drama,1990,6.6,James Ivory,Evan S. Connell,Paul Newman,,7698010,126
Trust,R,Comedy,1990,7.4,Hal Hartley,Hal Hartley,Adrienne Shelly,700000,357400,107
Crazy People,R,Comedy,1990,6,Tony Bill,Mitch Markowitz,Dudley Moore,,13236513,90
A Shock to the System,R,Comedy,1990,6.7,Jan Egleson,Simon Brett,Michael Caine,12000000,3417056,88
The Boyfriend School,PG-13,Comedy,1990,5.8,Malcolm Mowbray,Sarah Bird,Steve Guttenberg,6700000,1171762,101
Roger Corman's Frankenstein Unbound,R,Drama,1990,5.5,Roger Corman,Brian Aldiss,John Hurt,11500000,334748,85
Nuns on the Run,PG-13,Comedy,1990,6,Jonathan Lynn,Jonathan Lynn,Eric Idle,,10959015,89
Q&A,R,Crime,1990,6.6,Sidney Lumet,Edwin Torres,Nick Nolte,,11207891,132
An Angel at My Table,R,Biography,1990,7.5,Jane Campion,Janet Frame,Kerry Fox,,1055995,158
Stanley & Iris,PG-13,Drama,1990,6.4,Martin Ritt,Pat Barker,Jane Fonda,23000000,5820015,104
Flashback,R,Action,1990,6.2,Franco Amurri,David Loughery,Dennis Hopper,,6488114,108
Men Don't Leave,PG-13,Comedy,1990,6.7,Paul Brickman,Barbara Benedek,Jessica Lange,,6070725,115
Ski Patrol,PG,Action,1990,5.2,Richard Correll,Steven Long Mitchell,Roger Rose,,8533973,91
Ghost Dad,PG,Comedy,1990,4.4,Sidney Poitier,Brent Maddock,Bill Cosby,,25421633,83
Book of Love,PG-13,Comedy,1990,6.2,Robert Shaye,William Kotzwinkle,Chris Young,,1382259,82
Hidden Agenda,R,Drama,1990,6.9,Ken Loach,Jim Allen,Frances McDormand,,1232210,108
Everybody's Fine,PG-13,Drama,1990,7.7,Giuseppe Tornatore,Massimo De Rita,Marcello Mastroianni,,1745470,118
Spaced Invaders,PG,Adventure,1990,5.3,Patrick Read Johnson,Patrick Read Johnson,Douglas Barr,3000000,15369573,100
Meet the Applegates,R,Comedy,1990,5.5,Michael Lehmann,Michael Lehmann,Ed Begley Jr.,5000000,485772,90
Betsy's Wedding,R,Comedy,1990,5.6,Alan Alda,Alan Alda,Alan Alda,,19740070,94
Def by Temptation,R,Horror,1990,4.7,James Bond III,James Bond III,James Bond III,,2218579,95
Heart Condition,R,Comedy,1990,5.6,James D. Parriott,James D. Parriott,Bob Hoskins,,4134992,100
My Father's Glory,G,Adventure,1990,7.6,Yves Robert,Louis Nucéra,Philippe Caubère,,1730856,105
Vincent & Theo,PG-13,Biography,1990,6.9,Robert Altman,Julian Mitchell,Tim Roth,,2231274,138
Streets,R,Action,1990,5.7,Katt Shea,Andy Ruben,Christina Applegate,,1510053,85
Stella,PG-13,Drama,1990,6.2,John Erman,Olive Higgins Prouty,Bette Midler,,20240128,109
The Forbidden Dance,PG-13,Drama,1990,3.9,Greydon Clark,Menahem Golan,Laura Harring,,1823154,97
Loose Cannons,R,Action,1990,4.9,Bob Clark,Richard Christian Matheson,Gene Hackman,15000000,5585154,94
A Tale of Springtime,PG,Comedy,1990,7.2,Éric Rohmer,Éric Rohmer,Anne Teyssèdre,,20554,108
To Sleep with Anger,PG,Drama,1990,7.2,Charles Burnett,Charles Burnett,Danny Glover,,1161135,102
Where the Heart Is,R,Comedy,1990,6,John Boorman,Telsche Boorman,Dabney Coleman,15000000,1106475,107
Love at Large,R,Comedy,1990,5.7,Alan Rudolph,Alan Rudolph,Tom Berenger,,1436308,97
Boiling Point,Not Rated,Action,1990,6.8,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano,,,96
Downtown,R,Action,1990,5.7,Richard Benjamin,Nat Mauldin,Anthony Edwards,10000000,2346150,96
Short Time,PG-13,Comedy,1990,6.4,Gregg Champion,John Blumenthal,Dabney Coleman,,4010647,97
American Ninja 4: The Annihilation,R,Action,1990,4,Cedric Sundstrom,Gideon Amir,Michael Dudikoff,,358047,99
Gate 2: The Trespassers,R,Fantasy,1990,4.8,Tibor Takács,Michael Nankin,Louis Tripp,6500000,2032973,93
Come See the Paradise,R,Drama,1990,6.7,Alan Parker,Alan Parker,Dennis Quaid,17500000,947306,138
The Garden,Unrated,Drama,1990,6.4,Derek Jarman,,Tilda Swinton,,5006,92
Lambada,PG,Drama,1990,3.5,Joel Silberg,Joel Silberg,J. Eddie Peck,,4263112,104
The Shrimp on the Barbie,PG-13,Comedy,1990,5.7,Director,Grant Morris,Cheech Marin,,,90
May Fools,R,Comedy,1990,7.3,Louis Malle,Louis Malle,Miou-Miou,,1576702,107
The Last of the Finest,R,Action,1990,5.8,John Mackenzie,Jere Cunningham,Brian Dennehy,12000000,1531489,106
Strangers in Good Company,PG,Drama,1990,7.7,Cynthia Scott,Gloria Demers,Alice Diabo,,,101
Opportunity Knocks,PG-13,Comedy,1990,6,Donald Petrie,Mitchel Katlin,Dana Carvey,,11359129,103
Funny About Love,PG-13,Comedy,1990,4.9,Leonard Nimoy,Bob Greene,Gene Wilder,,8141292,101
Graffiti Bridge,PG-13,Drama,1990,4.5,Prince,Prince,Prince,7500000,4562778,90
Coupe de Ville,PG-13,Comedy,1990,6.7,Joe Roth,Mike Binder,Patrick Dempsey,,715983,99
Sibling Rivalry,PG-13,Comedy,1990,5.4,Carl Reiner,Martha Goldhirsh,Kirstie Alley,16000000,17854933,87
Vital Signs,R,Drama,1990,5.4,Marisa Silver,Larry Ketron,Adrian Pasdar,,1224605,103
Body Chemistry,R,Drama,1990,4.3,Kristine Peterson,Jackson Barr,Marc Singer,,2415312,84
The Haunting of Morella,R,Horror,1990,4.4,Jim Wynorski,Edgar Allan Poe,Nicole Eggert,,1547867,82
The Fourth War,R,Drama,1990,5.6,John Frankenheimer,Stephen Peters,Roy Scheider,,1305887,91
